Ticker Symbol;Period Ending;Cash and Cash Equivalents;Net Income;Total Assets;Total Equity;Total Liabilities;Total Revenue;Earnings Per Share
BWA;2014-12-31;797800000.0;655800000.0;7228000000.0;3616200000.0;3611800000.0;8305100000.0;2.89
BWA;2015-12-31;577700000.0;609700000.0;8825700000.0;3553700000.0;5272000000.0;8023200000.0;2.72
BWA;2016-12-31;443700000.0;118500000.0;8834700000.0;3218300000.0;5616400000.0;9071000000.0;
BXP;2012-12-31;1041978000.0;289650000.0;15462321000.0;5097065000.0;10254380000.0;1847186000.0;1.93
BXP;2013-12-31;2365137000.0;749811000.0;20176264000.0;5741153000.0;14383799000.0;2135539000.0;4.87
BXP;2014-12-31;1763079000.0;443611000.0;19886767000.0;5697298000.0;14188836000.0;2396998000.0;2.83
BXP;2015-12-31;723718000.0;583106000.0;18379456000.0;5709435000.0;12670021000.0;2490821000.0;3.79
C;2012-12-31;399898000000.0;7541000000.0;1864660000000.0;189049000000.0;1675611000000.0;59581000000.0;2.51
C;2013-12-31;455927000000.0;13659000000.0;1880382000000.0;204339000000.0;1676043000000.0;67997000000.0;4.35
C;2014-12-31;402767000000.0;7310000000.0;1842181000000.0;210185000000.0;1631996000000.0;69606000000.0;2.21
C;2015-12-31;352772000000.0;17242000000.0;1731210000000.0;221857000000.0;1509353000000.0;68024000000.0;5.41
CAG;2013-05-26;183900000.0;773900000.0;20405300000.0;5264400000.0;15140900000.0;13469300000.0;1.88
CAG;2014-05-25;141300000.0;303100000.0;19319500000.0;5258500000.0;14061000000.0;11838200000.0;0.72
CAG;2015-05-31;164700000.0;-252600000.0;17437800000.0;4526000000.0;12911800000.0;11937000000.0;-0.6
CAG;2016-05-29;834500000.0;-677000000.0;13390600000.0;3713600000.0;9677000000.0;11642900000.0;-1.57
CAH;2013-06-30;1901000000.0;334000000.0;25819000000.0;5975000000.0;19844000000.0;101093000000.0;0.98
CAH;2014-06-30;2865000000.0;1166000000.0;26033000000.0;6401000000.0;19632000000.0;91084000000.0;3.42
CAH;2015-06-30;4616000000.0;1215000000.0;30142000000.0;6256000000.0;23886000000.0;102531000000.0;3.66
CAH;2016-06-30;2356000000.0;1427000000.0;34122000000.0;6554000000.0;27568000000.0;121546000000.0;4.36
CAT;2013-12-31;6081000000.0;3789000000.0;84896000000.0;20811000000.0;64085000000.0;55656000000.0;5.87
CAT;2014-12-31;7341000000.0;2452000000.0;84681000000.0;16746000000.0;67935000000.0;55184000000.0;5.99
CAT;2015-12-31;6460000000.0;2512000000.0;78342000000.0;14809000000.0;63533000000.0;47011000000.0;3.54
CAT;2016-12-31;7168000000.0;-67000000.0;74704000000.0;13137000000.0;61567000000.0;38537000000.0;
CB;2012-12-31;615000000.0;2706000000.0;92545000000.0;27531000000.0;65014000000.0;17936000000.0;7.96
CB;2013-12-31;579000000.0;3758000000.0;94510000000.0;28825000000.0;65685000000.0;19261000000.0;11.02
CB;2014-12-31;655000000.0;2853000000.0;98248000000.0;29587000000.0;68661000000.0;19171000000.0;8.5
CB;2015-12-31;1775000000.0;2834000000.0;102366000000.0;29135000000.0;73231000000.0;18987000000.0;8.71
CBG;2012-12-31;1162973000.0;315555000.0;7809542000.0;1539211000.0;6270331000.0;6514099000.0;0.98
CBG;2013-12-31;553067000.0;316538000.0;6998414000.0;1895785000.0;5102629000.0;7184794000.0;0.96
CBG;2014-12-31;768974000.0;484503000.0;7568010000.0;2259830000.0;5308180000.0;9049918000.0;1.47
CBG;2015-12-31;613167000.0;547132000.0;11017943000.0;2712652000.0;8305291000.0;10855810000.0;1.64
CCI;2012-12-31;1017302000.0;188584000.0;16088709000.0;2938746000.0;13149963000.0;2432680000.0;0.64
CCI;2013-12-31;406920000.0;90111000.0;20594908000.0;6926717000.0;13668191000.0;2865751000.0;0.26
CCI;2014-12-31;298723000.0;390513000.0;21143276000.0;6716225000.0;14427051000.0;3538756000.0;1.04
CCI;2015-12-31;309541000.0;1520992000.0;22036245000.0;7089221000.0;14947024000.0;3663851000.0;4.44
CCL;2013-11-30;462000000.0;1055000000.0;40104000000.0;24556000000.0;15548000000.0;15456000000.0;1.39
CCL;2014-11-30;331000000.0;1216000000.0;39448000000.0;24204000000.0;15244000000.0;15884000000.0;1.59
CCL;2015-11-30;1395000000.0;1757000000.0;39237000000.0;23771000000.0;15466000000.0;15714000000.0;2.26
CCL;2016-11-30;603000000.0;2779000000.0;38936000000.0;22597000000.0;16339000000.0;16389000000.0;
CELG;2013-12-31;3234400000.0;1449900000.0;13378200000.0;5589900000.0;7788300000.0;6493900000.0;3.5
CELG;2014-12-31;4121600000.0;1999900000.0;17340100000.0;6524800000.0;10815300000.0;7670400000.0;2.49
CELG;2015-12-31;4880300000.0;1602000000.0;26964400000.0;5919000000.0;21045400000.0;9256000000.0;2.02
CELG;2016-12-31;6169900000.0;1999200000.0;28085600000.0;6599300000.0;21486300000.0;11229200000.0;
CERN;2013-12-28;202377000.0;398354000.0;4098364000.0;3167664000.0;930700000.0;2910748000.0;1.16
CERN;2015-01-03;635203000.0;525433000.0;4530565000.0;3565968000.0;964597000.0;3402703000.0;1.54
CERN;2016-01-02;402122000.0;539362000.0;5561984000.0;3870384000.0;1691600000.0;4425267000.0;1.57
CERN;2016-12-31;170861000.0;636484000.0;5629963000.0;3927947000.0;1702016000.0;4796473000.0;
CF;2012-12-31;2274900000.0;1895700000.0;10166900000.0;5902200000.0;4264700000.0;6104000000.0;28.94
CF;2013-12-31;1864800000.0;1506300000.0;10678100000.0;5076100000.0;5602000000.0;5474700000.0;24.87
CF;2014-12-31;2082700000.0;2183500000.0;11254200000.0;4209700000.0;7044500000.0;4743200000.0;27.16
CF;2015-12-31;308800000.0;664900000.0;12738900000.0;4035200000.0;8703700000.0;4308300000.0;2.97
CFG;2012-12-31;23706000000.0;643000000.0;127053000000.0;24129000000.0;102924000000.0;5513000000.0;
CFG;2013-12-31;24235000000.0;-3426000000.0;122154000000.0;19196000000.0;102958000000.0;5133000000.0;
CFG;2014-12-31;28350000000.0;865000000.0;132857000000.0;19268000000.0;113589000000.0;5342000000.0;1.55
CFG;2015-12-31;27516000000.0;840000000.0;138208000000.0;19646000000.0;118562000000.0;5276000000.0;1.55
CHD;2012-12-31;343000000.0;349800000.0;4098100000.0;2060900000.0;2037200000.0;2921900000.0;2.5
CHD;2013-12-31;496900000.0;394400000.0;4259700000.0;2299900000.0;1959800000.0;3194300000.0;2.85
CHD;2014-12-31;423000000.0;413900000.0;4359200000.0;2101900000.0;2257300000.0;3297600000.0;3.06
CHD;2015-12-31;330000000.0;410400000.0;4256900000.0;2023200000.0;2233700000.0;3394800000.0;3.13
CHK;2012-12-31;398000000.0;-769000000.0;41611000000.0;15569000000.0;23715000000.0;12316000000.0;-1.46
CHK;2013-12-31;912000000.0;724000000.0;41782000000.0;15995000000.0;23642000000.0;19080000000.0;0.73
CHK;2014-12-31;4146000000.0;1917000000.0;40751000000.0;16903000000.0;22546000000.0;23125000000.0;1.93
CHK;2015-12-31;825000000.0;-14685000000.0;17357000000.0;2138000000.0;14960000000.0;12764000000.0;-22.43
CHRW;2012-12-31;210019000.0;593804000.0;2804225000.0;1504372000.0;1299853000.0;11359113000.0;3.68
CHRW;2013-12-31;162047000.0;415904000.0;2802818000.0;939724000.0;1863094000.0;12752076000.0;2.65
CHRW;2014-12-31;488328000.0;449711000.0;3214338000.0;1047015000.0;2167323000.0;13470067000.0;3.06
CHRW;2015-12-31;168229000.0;509699000.0;3184358000.0;1150450000.0;2033908000.0;13476084000.0;3.52
CHTR;2013-12-31;21000000.0;-169000000.0;17295000000.0;151000000.0;17144000000.0;8155000000.0;-1.65
CHTR;2014-12-31;3000000.0;-183000000.0;24388000000.0;146000000.0;24242000000.0;9108000000.0;-1.7
CHTR;2015-12-31;5000000.0;-271000000.0;39316000000.0;-46000000.0;39362000000.0;9754000000.0;-2.43
CHTR;2016-12-31;1535000000.0;3522000000.0;149067000000.0;40139000000.0;108928000000.0;29003000000.0;
CI;2012-12-31;2978000000.0;1623000000.0;53734000000.0;9769000000.0;43965000000.0;29119000000.0;5.7
CI;2013-12-31;2795000000.0;1476000000.0;54336000000.0;10567000000.0;43769000000.0;32380000000.0;5.28
CI;2014-12-31;1420000000.0;2102000000.0;55870000000.0;10774000000.0;45096000000.0;34914000000.0;7.97
CI;2015-12-31;1968000000.0;2094000000.0;57088000000.0;12035000000.0;45053000000.0;37876000000.0;8.17
CINF;2012-12-31;487000000.0;421000000.0;16548000000.0;5453000000.0;11095000000.0;4111000000.0;2.59
CINF;2013-12-31;433000000.0;517000000.0;17662000000.0;6070000000.0;11592000000.0;4531000000.0;3.16
CINF;2014-12-31;591000000.0;525000000.0;18748000000.0;6573000000.0;12175000000.0;4945000000.0;3.21
CINF;2015-12-31;544000000.0;634000000.0;18888000000.0;6427000000.0;12461000000.0;5142000000.0;3.87
CL;2012-12-31;884000000.0;2472000000.0;13394000000.0;2189000000.0;11205000000.0;17085000000.0;5.19
CL;2013-12-31;962000000.0;2241000000.0;13985000000.0;2305000000.0;11680000000.0;17420000000.0;2.41
CL;2014-12-31;1089000000.0;2180000000.0;13459000000.0;1145000000.0;12314000000.0;17277000000.0;2.38
CL;2015-12-31;970000000.0;1384000000.0;11958000000.0;-299000000.0;12257000000.0;16034000000.0;1.53
CLX;2013-06-30;299000000.0;572000000.0;4311000000.0;146000000.0;4165000000.0;5533000000.0;4.37
CLX;2014-06-30;329000000.0;558000000.0;4258000000.0;154000000.0;4104000000.0;5514000000.0;4.31
CLX;2015-06-30;382000000.0;580000000.0;4164000000.0;118000000.0;4046000000.0;5655000000.0;4.45
CLX;2016-06-30;401000000.0;648000000.0;4518000000.0;297000000.0;4221000000.0;5761000000.0;5.01
CMA;2013-12-31;15758000000.0;541000000.0;65224000000.0;7150000000.0;58074000000.0;2666000000.0;2.92
CMA;2014-12-31;16122000000.0;593000000.0;69186000000.0;7402000000.0;61784000000.0;2607000000.0;3.28
CMA;2015-12-31;18647000000.0;521000000.0;71877000000.0;7560000000.0;64317000000.0;2819000000.0;2.93
CMA;2016-12-31;19587000000.0;477000000.0;72978000000.0;7796000000.0;65182000000.0;2960000000.0;
CME;2012-12-31;1604700000.0;896300000.0;38863200000.0;21419100000.0;17444100000.0;2782400000.0;2.71
CME;2013-12-31;2469700000.0;976800000.0;54277800000.0;21154800000.0;33123000000.0;2784900000.0;2.94
CME;2014-12-31;1366100000.0;1127100000.0;72241500000.0;20923500000.0;51318000000.0;2993100000.0;3.37
CME;2015-12-31;1692600000.0;1247000000.0;67371500000.0;20551800000.0;46819700000.0;3209400000.0;3.71
CMG;2013-12-31;323203000.0;327438000.0;2009280000.0;1538288000.0;470992000.0;3214591000.0;10.58
CMG;2014-12-31;419465000.0;445374000.0;2527317000.0;2012369000.0;514948000.0;4108269000.0;14.35
CMG;2015-12-31;248005000.0;475602000.0;2725066000.0;2127974000.0;597092000.0;4501223000.0;15.3
CMG;2016-12-31;87880000.0;22938000.0;2026103000.0;1402493000.0;623610000.0;3904384000.0;
CMI;2013-12-31;2699000000.0;1483000000.0;14728000000.0;7510000000.0;7218000000.0;17301000000.0;7.93
CMI;2014-12-31;2301000000.0;1651000000.0;15764000000.0;7749000000.0;8015000000.0;19221000000.0;9.04
CMI;2015-12-31;1711000000.0;1399000000.0;15134000000.0;7406000000.0;7728000000.0;19110000000.0;7.86
CMI;2016-12-31;1120000000.0;1394000000.0;15011000000.0;6875000000.0;8136000000.0;17509000000.0;
CMS;2013-12-31;204000000.0;465000000.0;17416000000.0;3454000000.0;13925000000.0;6566000000.0;1.71
CMS;2014-12-31;244000000.0;492000000.0;19185000000.0;3670000000.0;15478000000.0;7179000000.0;1.76
CMS;2015-12-31;285000000.0;537000000.0;20299000000.0;3938000000.0;16324000000.0;6456000000.0;1.9
CMS;2016-12-31;254000000.0;564000000.0;21622000000.0;4253000000.0;17332000000.0;6399000000.0;
CNC;2012-12-31;843952000.0;2000000.0;2773905000.0;953056000.0;1820849000.0;8110000000.0;0.04
CNC;2013-12-31;1038000000.0;165000000.0;3529000000.0;1234000000.0;2295000000.0;10863000000.0;2.98
CNC;2014-12-31;1610000000.0;271000000.0;5824000000.0;1744000000.0;4080000000.0;16560000000.0;2.3
CNC;2015-12-31;1760000000.0;355000000.0;7339000000.0;2157000000.0;5182000000.0;22760000000.0;2.99
CNP;2012-12-31;646000000.0;417000000.0;22871000000.0;4301000000.0;18570000000.0;7452000000.0;0.98
CNP;2013-12-31;208000000.0;311000000.0;21870000000.0;4329000000.0;17541000000.0;8106000000.0;0.73
CNP;2014-12-31;298000000.0;611000000.0;23200000000.0;4548000000.0;18652000000.0;9226000000.0;1.42
CNP;2015-12-31;264000000.0;-692000000.0;21334000000.0;3461000000.0;17873000000.0;7386000000.0;-1.61
COF;2012-12-31;75046000000.0;3492000000.0;312918000000.0;40499000000.0;272419000000.0;23771000000.0;6.21
COF;2013-12-31;67223000000.0;4121000000.0;296933000000.0;41632000000.0;255301000000.0;24176000000.0;7.05
COF;2014-12-31;69250000000.0;4428000000.0;308167000000.0;45053000000.0;263114000000.0;23869000000.0;7.71
COF;2015-12-31;71703000000.0;4050000000.0;334048000000.0;47284000000.0;286764000000.0;25038000000.0;7.15
COG;2012-12-31;30736000.0;131730000.0;4616313000.0;2131447000.0;2484866000.0;1204546000.0;0.63
COG;2013-12-31;51494000.0;279773000.0;4981080000.0;2204602000.0;2776478000.0;1746278000.0;0.67
COG;2014-12-31;20954000.0;104468000.0;5437716000.0;2142733000.0;3294983000.0;2173011000.0;0.25
COG;2015-12-31;514000.0;-113891000.0;5261899000.0;2009188000.0;3252711000.0;1357150000.0;-0.28
COL;2013-09-30;391000000.0;632000000.0;5400000000.0;1618000000.0;3782000000.0;4474000000.0;4.63
COL;2014-09-30;323000000.0;604000000.0;7063000000.0;1884000000.0;5179000000.0;4979000000.0;4.47
COL;2015-09-30;252000000.0;686000000.0;7304000000.0;1875000000.0;5429000000.0;5244000000.0;5.19
COL;2016-09-30;340000000.0;728000000.0;7707000000.0;2078000000.0;5629000000.0;5259000000.0;5.58
COO;2013-10-31;77393000.0;296151000.0;3137261000.0;2404535000.0;732726000.0;1587725000.0;6.09
COO;2014-10-31;25222000.0;269856000.0;4458340000.0;2569878000.0;1888462000.0;1717776000.0;5.61
COO;2015-10-31;16426000.0;203523000.0;4459864000.0;2667509000.0;1792355000.0;1797060000.0;
COO;2016-10-31;100817000.0;273917000.0;4475918000.0;2699867000.0;1776051000.0;1966814000.0;5.65
COST;2013-09-01;4644000000.0;2039000000.0;30283000000.0;10833000000.0;19450000000.0;105156000000.0;4.68
COST;2014-08-31;5738000000.0;2058000000.0;33024000000.0;12303000000.0;20721000000.0;112640000000.0;4.69
COST;2015-08-30;4801000000.0;2377000000.0;33017000000.0;10617000000.0;22400000000.0;116199000000.0;5.41
COST;2016-08-28;3379000000.0;2350000000.0;33163000000.0;12079000000.0;21084000000.0;118719000000.0;5.36
COTY;2003-06-30;295000.0;-1289000.0;2705000.0;43000.0;2662000.0;1577000.0;
COTY;2004-06-30;306000.0;-3622000.0;7188000.0;4611000.0;2577000.0;1514000.0;
COTY;2006-02-28;1876000.0;-48913000.0;102946000.0;8869000.0;94077000.0;79562000.0;
COTY;2007-02-28;3303000.0;-103603000.0;216895000.0;-77138000.0;294033000.0;99642000.0;
CPB;2013-07-28;333000000.0;458000000.0;8323000000.0;1217000000.0;7106000000.0;8052000000.0;1.46
CPB;2014-08-03;232000000.0;866000000.0;8113000000.0;1615000000.0;6498000000.0;8268000000.0;2.61
CPB;2015-08-02;253000000.0;666000000.0;8077000000.0;1381000000.0;6696000000.0;8082000000.0;2.21
CPB;2016-07-31;296000000.0;563000000.0;7837000000.0;1525000000.0;6312000000.0;7961000000.0;1.82
CRM;2013-01-31;747245000.0;-270445000.0;5528956000.0;2317633000.0;3211323000.0;3050195000.0;-1.92
CRM;2014-01-31;781635000.0;-232175000.0;9152930000.0;3038510000.0;6114420000.0;4071003000.0;-0.39
CRM;2015-01-31;908117000.0;-262688000.0;10665127000.0;3975183000.0;6689944000.0;5373586000.0;-0.42
CRM;2016-01-31;1158363000.0;-47426000.0;12770772000.0;5002869000.0;7767903000.0;6667216000.0;-0.07
CSCO;2013-07-27;7925000000.0;9983000000.0;101191000000.0;59120000000.0;42071000000.0;48607000000.0;1.87
CSCO;2014-07-26;6726000000.0;7853000000.0;105070000000.0;56654000000.0;48416000000.0;47142000000.0;1.5
CSCO;2015-07-25;6877000000.0;8981000000.0;113373000000.0;59698000000.0;53675000000.0;49161000000.0;1.76
CSCO;2016-07-30;7631000000.0;10739000000.0;121652000000.0;63586000000.0;58066000000.0;49247000000.0;2.13
CSRA;2015-04-03;4979000.0;265835000.0;2161282000.0;1067087000.0;1094195000.0;4069746000.0;
CSRA;2016-04-01;130016000.0;102922000.0;4846300000.0;64546000.0;4781754000.0;4250447000.0;0.54
CSX;2013-12-31;592000000.0;1864000000.0;31782000000.0;10483000000.0;21299000000.0;12026000000.0;
CSX;2014-12-26;669000000.0;1927000000.0;33053000000.0;11152000000.0;21901000000.0;12669000000.0;1.93
CSX;2015-12-25;628000000.0;1968000000.0;34745000000.0;11652000000.0;23093000000.0;11811000000.0;2.0
CSX;2016-12-30;603000000.0;1714000000.0;35414000000.0;11679000000.0;23735000000.0;11069000000.0;
CTAS;2013-05-31;352273000.0;315442000.0;4345632000.0;2201492000.0;2144140000.0;4245964000.0;2.53
CTAS;2014-05-31;513288000.0;374442000.0;4462452000.0;2192858000.0;2269594000.0;4193844000.0;3.08
CTAS;2015-05-31;417073000.0;430618000.0;4192460000.0;1932455000.0;2260005000.0;4476886000.0;3.68
CTAS;2016-05-31;139357000.0;693520000.0;4104393000.0;1842659000.0;2261734000.0;4905458000.0;6.3
CTL;2012-12-31;211000000.0;777000000.0;53940000000.0;19289000000.0;34651000000.0;18376000000.0;1.25
CTL;2013-12-31;168000000.0;-239000000.0;51787000000.0;17191000000.0;34596000000.0;18095000000.0;-0.4
CTL;2014-12-31;128000000.0;772000000.0;49103000000.0;15023000000.0;34080000000.0;18031000000.0;1.36
CTL;2015-12-31;126000000.0;878000000.0;47604000000.0;14060000000.0;33544000000.0;17900000000.0;1.58
CTSH;2012-12-31;1570077000.0;1051263000.0;6521571000.0;4854383000.0;1667188000.0;7346472000.0;3.49
CTSH;2013-12-31;2213006000.0;1228600000.0;8134718000.0;6135791000.0;1998927000.0;8843200000.0;4.07
CTSH;2014-12-31;2010100000.0;1439300000.0;11479000000.0;7740200000.0;3738800000.0;10262700000.0;2.37
CTSH;2015-12-31;2125200000.0;1623600000.0;13065400000.0;9278100000.0;3787300000.0;12416000000.0;2.67
CTXS;2013-12-31;280740000.0;339523000.0;5212249000.0;3319807000.0;1892442000.0;2918434000.0;1.82
CTXS;2014-12-31;260149000.0;251723000.0;5512007000.0;2173645000.0;3338362000.0;3142856000.0;1.48
CTXS;2015-12-31;368518000.0;319361000.0;5467517000.0;1973446000.0;3494071000.0;3275594000.0;2.01
CTXS;2016-12-31;956956000.0;536112000.0;6390227000.0;2608727000.0;3781500000.0;3418265000.0;
CVS;2013-12-31;4089000000.0;4592000000.0;71526000000.0;37938000000.0;33588000000.0;126761000000.0;3.77
CVS;2014-12-31;2481000000.0;4644000000.0;74187000000.0;37958000000.0;36229000000.0;139367000000.0;3.98
CVS;2015-12-31;2459000000.0;5237000000.0;92437000000.0;37196000000.0;55241000000.0;153290000000.0;4.66
CVS;2016-12-31;3371000000.0;5317000000.0;94462000000.0;36830000000.0;57632000000.0;177526000000.0;
CVX;2012-12-31;20939000000.0;26179000000.0;232982000000.0;136524000000.0;96458000000.0;230590000000.0;13.42
CVX;2013-12-31;16245000000.0;21423000000.0;253753000000.0;149113000000.0;104640000000.0;220156000000.0;11.18
CVX;2014-12-31;12785000000.0;19241000000.0;266026000000.0;155028000000.0;110998000000.0;200494000000.0;10.21
CVX;2015-12-31;11022000000.0;4587000000.0;266103000000.0;152716000000.0;113387000000.0;129925000000.0;2.46
CXO;2012-12-31;2880000.0;431689000.0;8589437000.0;3466196000.0;5123241000.0;1819814000.0;4.18
CXO;2013-12-31;21000.0;251003000.0;9591164000.0;3757949000.0;5833215000.0;2319919000.0;2.39
CXO;2014-12-31;21000.0;538175000.0;11751780000.0;5280788000.0;6470992000.0;2660147000.0;4.89
CXO;2015-12-31;228550000.0;65900000.0;12641876000.0;6942551000.0;5699325000.0;1803573000.0;0.54
D;2012-12-31;460000000.0;302000000.0;46838000000.0;10568000000.0;36270000000.0;12835000000.0;0.53
D;2013-12-31;936000000.0;1697000000.0;50096000000.0;11642000000.0;38454000000.0;13120000000.0;2.93
D;2014-12-31;605000000.0;1310000000.0;54327000000.0;11555000000.0;42772000000.0;12436000000.0;2.25
D;2015-12-31;623000000.0;1899000000.0;58797000000.0;12664000000.0;46133000000.0;11683000000.0;3.21
DAL;2013-12-31;3429000000.0;10540000000.0;52252000000.0;11643000000.0;40609000000.0;37773000000.0;12.41
DAL;2014-12-31;3166000000.0;659000000.0;54005000000.0;8813000000.0;45192000000.0;40362000000.0;0.79
DAL;2015-12-31;3959000000.0;4526000000.0;53134000000.0;10850000000.0;42284000000.0;40704000000.0;5.68
DAL;2016-12-31;3155000000.0;4373000000.0;51261000000.0;12287000000.0;38974000000.0;39639000000.0;
DD;2013-12-31;8941000000.0;4848000000.0;51499000000.0;16229000000.0;35270000000.0;28998000000.0;5.22
DD;2014-12-31;6910000000.0;3625000000.0;50490000000.0;13320000000.0;37170000000.0;28406000000.0;3.95
DD;2015-12-31;5300000000.0;1953000000.0;41166000000.0;9993000000.0;31173000000.0;25130000000.0;2.17
DD;2016-12-31;4605000000.0;2513000000.0;39964000000.0;9998000000.0;29966000000.0;24594000000.0;
DE;2013-10-31;3504000000.0;3537300000.0;59521300000.0;10265800000.0;49255500000.0;37795400000.0;9.18
DE;2014-10-31;3787000000.0;3161700000.0;61336400000.0;9062600000.0;52273800000.0;36066900000.0;8.71
DE;2015-10-31;4162200000.0;1940000000.0;57947600000.0;6743400000.0;51204200000.0;28862800000.0;
DE;2016-10-31;4335800000.0;1523900000.0;57981400000.0;6520000000.0;51461400000.0;26644000000.0;0.91
DFS;2012-11-30;10147000000.0;2345000000.0;75283000000.0;9778000000.0;65505000000.0;8984000000.0;4.47
DFS;2013-12-31;11545000000.0;2470000000.0;79340000000.0;10809000000.0;68531000000.0;9370000000.0;4.97
DFS;2014-12-31;11233000000.0;2323000000.0;83126000000.0;11134000000.0;71992000000.0;9611000000.0;4.91
DFS;2015-12-31;12656000000.0;2297000000.0;86936000000.0;11275000000.0;75661000000.0;10002000000.0;5.14
DG;2013-02-01;140809000.0;952662000.0;10367682000.0;4985330000.0;5382352000.0;16022128000.0;2.87
DG;2014-01-31;505566000.0;1025116000.0;10867524000.0;5402193000.0;5465331000.0;17504167000.0;3.17
DG;2015-01-30;579823000.0;1065345000.0;11208642000.0;5710038000.0;5498604000.0;18909588000.0;3.5
DG;2016-01-29;157947000.0;1165080000.0;11257885000.0;5377876000.0;5880009000.0;20368562000.0;3.96
DGX;2012-12-31;296000000.0;556000000.0;9284000000.0;4163000000.0;5121000000.0;7383000000.0;3.49
DGX;2013-12-31;187000000.0;849000000.0;8948000000.0;3948000000.0;5000000000.0;7146000000.0;5.58
DGX;2014-12-31;192000000.0;556000000.0;9857000000.0;4301000000.0;5556000000.0;7435000000.0;3.83
DGX;2015-12-31;133000000.0;709000000.0;9962000000.0;4684000000.0;5278000000.0;7493000000.0;4.92
DHI;2013-09-30;1055200000.0;462700000.0;8856400000.0;4058500000.0;4797900000.0;6259300000.0;1.44
DHI;2014-09-30;671800000.0;533500000.0;10185400000.0;5115800000.0;5069600000.0;8024900000.0;1.57
DHI;2015-09-30;1393500000.0;750700000.0;11151000000.0;5894300000.0;5256700000.0;10824000000.0;2.05
DHI;2016-09-30;1312700000.0;886300000.0;11558900000.0;6792500000.0;4766400000.0;12157400000.0;2.39
DHR;2012-12-31;1678700000.0;2392200000.0;32941000000.0;19016500000.0;13924500000.0;18260400000.0;3.45
DHR;2013-12-31;3115200000.0;2695000000.0;34672200000.0;22385300000.0;12286900000.0;18283100000.0;3.87
DHR;2014-12-31;3005600000.0;2598400000.0;36991700000.0;23378100000.0;13613600000.0;19154000000.0;3.7
DHR;2015-12-31;790800000.0;3357400000.0;48222200000.0;23690300000.0;24531900000.0;20563100000.0;4.81
DIS;2013-09-28;3931000000.0;6136000000.0;81241000000.0;45429000000.0;35812000000.0;45041000000.0;3.42
DIS;2014-09-27;3421000000.0;7501000000.0;84141000000.0;44958000000.0;39183000000.0;48813000000.0;4.31
DIS;2015-10-03;4269000000.0;8382000000.0;88182000000.0;44525000000.0;43657000000.0;52465000000.0;4.95
DIS;2016-10-01;4610000000.0;9391000000.0;92033000000.0;43265000000.0;48768000000.0;55632000000.0;5.76
DISCA;2013-12-31;408000000.0;1075000000.0;14979000000.0;6196000000.0;8783000000.0;5535000000.0;3.01
DISCA;2014-12-31;367000000.0;1139000000.0;15970000000.0;5602000000.0;10368000000.0;6265000000.0;0.38
DISCA;2015-12-31;390000000.0;1034000000.0;15864000000.0;5451000000.0;10413000000.0;6394000000.0;
DISCA;2016-12-31;300000000.0;1194000000.0;15758000000.0;5167000000.0;10591000000.0;6497000000.0;
DISCK;2013-12-31;408000000.0;1075000000.0;14979000000.0;6196000000.0;8783000000.0;5535000000.0;
DISCK;2014-12-31;367000000.0;1139000000.0;15970000000.0;5602000000.0;10368000000.0;6265000000.0;
DISCK;2015-12-31;390000000.0;1034000000.0;15864000000.0;5451000000.0;10413000000.0;6394000000.0;
DISCK;2016-12-31;300000000.0;1194000000.0;15758000000.0;5167000000.0;10591000000.0;6497000000.0;
DLPH;2013-12-31;1393000000.0;1212000000.0;11047000000.0;2911000000.0;8136000000.0;15051000000.0;3.9
DLPH;2014-12-31;860000000.0;1351000000.0;10721000000.0;2510000000.0;8211000000.0;15499000000.0;4.5
DLPH;2015-12-31;536000000.0;1450000000.0;11973000000.0;2250000000.0;9723000000.0;15165000000.0;5.08
DLPH;2016-12-31;839000000.0;1257000000.0;12292000000.0;2401000000.0;9891000000.0;16661000000.0;
DLR;2012-12-31;100331000.0;210334000.0;8819214000.0;3468305000.0;5350909000.0;1279067000.0;1.48
DLR;2013-12-31;97170000.0;314488000.0;9626830000.0;3610516000.0;6016314000.0;1482259000.0;2.12
DLR;2014-12-31;52876000.0;200183000.0;9526784000.0;3878256000.0;5648528000.0;1616438000.0;1.0
DLR;2015-12-31;75062000.0;296689000.0;11451267000.0;4500132000.0;6951135000.0;1763336000.0;1.56
DLTR;2013-02-02;399900000.0;619300000.0;2752000000.0;1667300000.0;1084700000.0;7394500000.0;2.7
DLTR;2014-02-01;267700000.0;596700000.0;2771900000.0;1170700000.0;1601200000.0;7840300000.0;2.74
DLTR;2015-01-31;864100000.0;599200000.0;3492700000.0;1785000000.0;1707700000.0;8602200000.0;2.91
DLTR;2016-01-30;736100000.0;282400000.0;15901200000.0;4406900000.0;11494300000.0;15498400000.0;1.27
DNB;2012-12-31;149100000.0;295500000.0;1991800000.0;-1017400000.0;3009200000.0;1663000000.0;6.47
DNB;2013-12-31;235900000.0;258500000.0;1890300000.0;-1048400000.0;2938700000.0;1558400000.0;6.61
DNB;2014-12-31;316300000.0;294400000.0;1986200000.0;-1203300000.0;3189500000.0;1584500000.0;8.06
DNB;2015-12-31;365700000.0;168800000.0;2273600000.0;-1116800000.0;3390400000.0;1637100000.0;4.68
DOV;2013-12-31;803882000.0;1003129000.0;10855181000.0;5377396000.0;5477785000.0;7155096000.0;5.86
DOV;2014-12-31;681581000.0;775235000.0;9030291000.0;3700725000.0;5329566000.0;7752728000.0;4.65
